3,1.6212,3.9188,5.0876,1.7,4.21,5.84,1.58,3.6,4.5,67.0,20.0,13.0
1,1.7836,3.6196,4.3604,1.89,3.9,5.0,1.65,3.35,3.95,44.0,16.0,40.0
2,1.4265384615384615,4.4723076923076923,6.7915384615384615,1.48,4.84,7.74,1.4,4.0,5.75,68.0,17.0,16.0
-1,3.4188461538461538,3.555,2.0157692307692308,3.6,3.9,2.1,3.1,3.4,1.91,25.0,18.0,57.0
0,1.5542307692307692,4.1165384615384615,5.4934615384615385,1.6,4.5,6.25,1.53,3.8,5.0,56.0,32.0,12.0
0,1.5530769230769231,4.0126923076923077,5.6180769230769231,1.6,4.33,6.2,1.5,3.7,5.2,65.0,23.0,13.0
0,3.6376923076923077,3.4434615384615385,1.9826923076923077,4.03,3.6,2.1,3.25,3.3,1.91,29.0,40.0,31.0
0,1.8172,3.428,4.866,1.9,3.68,5.5,1.77,3.3,3.8,59.0,27.0,14.0
2,1.9852,3.2932,4.1424,2.07,3.45,4.5,1.9,3.18,3.8,52.0,28.0,20.0
0,3.2304,3.4192,2.248,3.5,3.6,2.33,3.0,3.25,2.13,21.0,20.0,59.0
3,3.9824,3.3368,2.0144,4.33,3.51,2.05,3.6,3.0,1.95,20.0,28.0,52.0
-2,2.0048,3.2968,4.0572,2.07,3.4,4.33,1.95,3.1,3.6,55.0,19.0,26.0
2,1.3516,5.0792,9.0268,1.4,5.46,11.0,1.32,4.4,7.3,64.0,18.0,19.0
2,2.0208,3.4304,3.8128,2.2,3.6,4.11,1.95,3.25,3.3,45.0,28.0,28.0
1,1.9384,3.4332,4.216,2.0,3.5,4.5,1.87,3.3,3.6,38.0,35.0,28.0
3,1.844,3.6624,4.3384,1.91,3.8,4.67,1.8,3.45,3.8,58.0,23.0,19.0
2,1.5568,3.87,6.7212,1.59,4.05,7.5,1.51,3.65,5.6,71.0,16.0,13.0
-1,1.6128,4.0076,5.6244,1.65,4.3,6.2,1.55,3.8,4.89,62.0,19.0,19.0
0,2.0276,3.41,3.7944,2.15,3.55,4.05,1.95,3.2,3.2,31.0,48.0,21.0
1,1.2564,6.0932,11.5228,1.3,6.85,15.0,1.22,5.0,9.0,66.0,11.0,23.0
0,2.45,3.182,3.0992,2.5,3.27,3.26,2.36,3.0,2.75,34.0,38.0,27.0
1,2.6004,3.222,2.8192,2.66,3.3,3.0,2.5,3.05,2.63,35.0,28.0,37.0
0,3.1064,3.5724,2.2472,3.3,3.76,2.3,2.75,3.2,2.18,31.0,23.0,46.0
2,1.6104,4.1768,5.3388,1.66,4.5,6.0,1.57,3.8,4.6,57.0,22.0,20.0
2,2.6892,3.2716,2.6892,2.8,3.4,2.79,2.4,3.0,2.55,32.0,41.0,27.0
-1,2.1972,3.416,3.3156,2.25,3.54,3.5,2.1,3.3,3.0,59.0,20.0,20.0
1,1.8108,3.7456,4.4128,2.0,4.1,5.0,1.71,3.3,3.6,49.0,25.0,26.0
1,3.9472,3.3148,2.0228,4.25,3.44,2.1,3.3,3.2,1.95,25.0,25.0,49.0
-2,1.6956,3.6988,5.3516,1.8,3.9,6.0,1.65,3.5,4.2,54.0,27.0,19.0
0,2.546,3.2388,2.8784,2.75,3.35,3.06,2.45,3.1,2.4,32.0,35.0,33.0
2,1.83,3.6952,4.3316,1.88,3.85,4.75,1.7,3.5,4.06,65.0,17.0,18.0
-2,1.4488,4.5236,7.3484,1.5,4.82,8.5,1.41,4.0,6.5,65.0,20.0,15.0
0,2.554,3.3032,2.8432,2.7,3.4,2.95,2.4,3.1,2.75,38.0,34.0,28.0
3,3.1616,3.3368,2.3164,3.5,3.5,2.5,2.65,3.1,2.2,27.0,23.0,50.0
0,2.1208,3.3536,3.5944,2.2,3.5,3.85,2.0,3.24,3.3,45.0,26.0,29.0
3,1.8464,3.5636,4.4368,1.95,3.75,4.8,1.79,3.25,3.7,49.0,31.0,20.0
-1,2.9180769230769231,3.1996153846153846,2.5711538461538462,3.01,3.35,2.65,2.7,2.9,2.5,38.0,31.0,31.0
-1,1.9388461538461538,3.5057692307692308,4.1215384615384615,2.1,3.74,4.55,1.85,3.3,3.3,49.0,27.0,24.0
0,1.362,4.7332,9.8836,1.4,5.04,11.0,1.33,4.0,7.6,66.0,22.0,13.0
1,1.3861538461538462,5.0765384615384615,7.9492307692307692,1.45,5.5,8.8,1.35,4.0,6.94,61.0,20.0,19.0
2,1.5419230769230769,4.1673076923076923,6.4719230769230769,1.65,4.41,7.22,1.48,3.8,5.5,70.0,18.0,12.0
0,4.1065384615384615,3.4334615384615385,1.9692307692307692,4.46,3.6,2.1,3.4,3.2,1.88,20.0,26.0,55.0
1,1.2657692307692308,6.0830769230769231,11.3326923076923077,1.29,7.0,13.0,1.22,5.0,9.9,74.0,11.0,16.0
-1,2.8480769230769231,3.2826923076923077,2.5730769230769231,3.0,3.4,2.7,2.65,3.1,2.45,29.0,33.0,38.0
0,2.952,3.2192,2.5228,3.09,3.3,2.63,2.65,3.05,2.44,31.0,36.0,33.0
1,1.6344,3.8876,5.7672,1.67,4.07,6.25,1.59,3.4,5.1,65.0,21.0,14.0
2,1.7884,3.646,4.7136,1.9,3.8,5.1,1.72,3.45,3.8,50.0,27.0,23.0
1,2.4838461538461538,3.3465384615384615,2.9138461538461538,2.61,3.5,3.05,2.4,3.15,2.65,26.0,32.0,42.0
4,1.6515384615384615,3.8746153846153846,5.4769230769230769,1.72,4.05,6.0,1.55,3.6,4.6,68.0,19.0,14.0
-1,1.6719230769230769,3.7365384615384615,5.5680769230769231,1.73,4.0,6.5,1.6,3.5,4.6,59.0,22.0,19.0
1,6.135,4.1819230769230769,1.5580769230769231,6.5,4.33,1.61,5.58,3.9,1.5,18.0,15.0,67.0
2,1.5834615384615385,4.1380769230769231,5.7973076923076923,1.67,4.4,6.5,1.55,3.6,5.0,69.0,17.0,14.0
1,1.8942307692307692,3.6326923076923077,4.1726923076923077,1.95,3.8,4.34,1.83,3.3,4.0,58.0,23.0,20.0
0,3.0892307692307692,3.3811538461538462,2.3553846153846154,3.26,3.5,2.45,2.9,3.15,2.3,26.0,33.0,42.0
1,1.4815384615384615,4.3123076923076923,7.2623076923076923,1.53,4.55,8.0,1.43,3.75,6.1,71.0,15.0,15.0
0,2.6365384615384615,3.4723076923076923,2.6580769230769231,2.81,3.8,2.8,2.5,3.25,2.4,27.0,20.0,53.0
-1,2.2134615384615385,3.4938461538461538,3.2580769230769231,2.3,3.69,3.5,2.15,3.3,3.1,43.0,25.0,31.0
-1,1.6084615384615385,3.9134615384615385,6.0088461538461538,1.65,4.1,6.51,1.57,3.6,5.4,63.0,25.0,12.0
2,1.836,3.6508,4.3572,1.95,3.86,4.75,1.75,3.4,3.8,61.0,24.0,16.0
0,2.0364,3.4164,3.7648,2.2,3.62,4.0,1.95,3.2,3.2,30.0,36.0,34.0
-1,2.2603846153846154,3.2338461538461538,3.3988461538461538,2.38,3.4,3.6,2.15,3.05,3.25,47.0,32.0,21.0
-1,5.078,3.8784,1.692,5.4,4.08,1.75,4.5,3.5,1.65,20.0,17.0,64.0
-3,2.0,3.4416,3.936,2.1,3.6,4.2,1.91,3.2,3.4,47.0,28.0,25.0
-1,4.0303846153846154,3.4034615384615385,1.9892307692307692,4.33,3.52,2.1,3.3,3.25,1.92,20.0,21.0,59.0
3,1.3611538461538462,5.0407692307692308,8.975,1.4,5.5,10.0,1.33,4.0,7.3,61.0,18.0,21.0
1,3.2157692307692308,3.1619230769230769,2.3973076923076923,3.4,3.25,2.6,2.6,3.0,2.34,27.0,31.0,42.0
2,2.02,3.32,4.0,2.1,3.4,4.24,1.95,3.2,3.6,53.0,29.0,19.0
0,2.6015384615384615,3.3126923076923077,2.8034615384615385,2.75,3.42,2.96,2.5,3.1,2.4,32.0,36.0,32.0
0,1.9238461538461538,3.5792307692307692,4.0626923076923077,2.0,3.7,4.3,1.85,3.4,3.8,61.0,21.0,18.0
2,2.475,3.1630769230769231,3.0653846153846154,2.55,3.32,3.2,2.4,3.0,2.85,33.0,35.0,32.0
1,2.8153846153846154,3.07,2.7484615384615385,2.9,3.16,2.82,2.55,2.98,2.62,28.0,37.0,35.0
-3,3.9165384615384615,3.4223076923076923,2.0169230769230769,4.3,3.55,2.2,3.1,3.25,1.95,20.0,27.0,53.0
0,1.5265384615384615,4.3976923076923077,6.1911538461538462,1.57,4.7,6.85,1.5,4.0,5.6,63.0,24.0,12.0
0,3.5219230769230769,3.3707692307692308,2.1465384615384615,3.7,3.55,2.3,2.9,3.2,2.1,18.0,23.0,59.0
0,1.6911538461538462,3.8888461538461538,5.145,1.85,4.1,5.5,1.62,3.45,4.0,51.0,27.0,21.0
-1,2.5519230769230769,3.0515384615384615,3.08,2.7,3.3,3.4,2.25,2.9,2.85,37.0,41.0,23.0
0,2.7480769230769231,3.2992307692307692,2.6334615384615385,2.88,3.45,2.75,2.62,3.1,2.5,46.0,29.0,25.0
0,2.2676923076923077,3.0930769230769231,3.5457692307692308,2.36,3.25,3.75,2.15,2.98,3.25,43.0,31.0,26.0
3,1.8934615384615385,3.4819230769230769,4.3476923076923077,2.0,3.71,4.5,1.82,3.2,3.6,59.0,23.0,19.0
0,1.8057692307692308,3.5176923076923077,4.7892307692307692,1.84,3.65,5.0,1.75,3.2,4.5,62.0,24.0,15.0
-2,5.0107692307692308,4.0346153846153846,1.6765384615384615,5.5,4.2,1.75,4.7,3.6,1.65,18.0,28.0,54.0
0,2.5442307692307692,3.4142307692307692,2.79,2.62,3.6,2.91,2.42,3.2,2.6,25.0,40.0,36.0
-1,6.6542307692307692,4.4715384615384615,1.4907692307692308,7.5,4.89,1.53,6.0,4.0,1.45,16.0,16.0,67.0
-1,2.5719230769230769,3.1692307692307692,2.9265384615384615,2.7,3.3,3.0,2.3,3.0,2.8,37.0,37.0,26.0
3,1.6311538461538462,3.7269230769230769,6.0511538461538462,1.7,3.95,6.75,1.58,3.3,4.7,63.0,24.0,14.0
-1,1.2992307692307692,5.5696153846153846,10.8538461538461538,1.35,6.0,13.0,1.28,4.8,8.3,75.0,16.0,9.0
-3,4.6730769230769231,3.8188461538461538,1.7526923076923077,5.08,4.1,1.85,4.0,3.45,1.7,21.0,24.0,55.0
-1,5.2788461538461538,3.8030769230769231,1.6892307692307692,5.6,4.0,1.75,4.75,3.6,1.64,14.0,23.0,63.0
2,2.4607692307692308,3.1376923076923077,3.0988461538461538,2.56,3.25,3.27,2.36,2.99,2.85,45.0,26.0,29.0
1,1.6261538461538462,3.9034615384615385,5.9538461538461538,2.0,4.75,6.6,1.55,3.7,3.25,68.0,20.0,12.0
2,2.8169230769230769,3.1561538461538462,2.6873076923076923,2.95,3.26,2.8,2.7,2.98,2.5,22.0,31.0,47.0
0,1.515,4.1642307692307692,7.0080769230769231,1.55,4.5,7.63,1.47,3.8,5.6,59.0,22.0,19.0
1,2.225,3.255,3.4476923076923077,2.3,3.4,3.65,2.1,3.1,3.3,52.0,27.0,20.0
0,2.28,3.1638461538461538,3.4311538461538462,2.42,3.3,3.8,2.1,3.0,3.15,44.0,35.0,22.0
0,2.17,3.1884615384615385,3.7169230769230769,2.25,3.35,3.94,2.1,3.1,3.3,37.0,36.0,27.0
-1,3.1330769230769231,3.1596153846153846,2.4376923076923077,3.25,3.25,2.6,2.6,3.0,2.3,20.0,40.0,39.0
-2,1.935,3.5130769230769231,4.115,2.1,3.7,4.38,1.88,3.3,3.3,44.0,32.0,25.0
1,1.4823076923076923,4.1484615384615385,7.7757692307692308,1.51,4.5,8.62,1.45,3.9,6.98,70.0,15.0,15.0
-1,1.4853846153846154,4.2623076923076923,7.3815384615384615,1.6,4.55,8.35,1.45,3.7,5.4,62.0,20.0,18.0
-6,5.4153846153846154,3.7411538461538462,1.685,5.81,3.87,1.8,4.2,3.4,1.62,25.0,25.0,50.0
4,1.1846153846153846,7.1861538461538462,16.6776923076923077,1.2,8.5,20.0,1.16,5.8,13.0,75.0,15.0,10.0
1,2.1015384615384615,3.2934615384615385,3.7738461538461538,2.2,3.46,4.1,1.88,3.1,3.4,51.0,28.0,21.0
0,1.6161538461538462,3.9246153846153846,5.9057692307692308,1.75,4.24,6.99,1.46,3.6,4.7,56.0,30.0,15.0
-1,3.0973076923076923,3.1980769230769231,2.4423076923076923,3.23,3.35,2.62,2.85,3.05,2.35,34.0,17.0,49.0
0,2.595,3.2203846153846154,2.8653846153846154,2.7,3.36,3.1,2.4,3.05,2.75,45.0,25.0,30.0
1,1.6746153846153846,4.0880769230769231,4.995,1.8,4.3,5.4,1.62,3.5,4.2,44.0,31.0,24.0
0,6.0630769230769231,4.3730769230769231,1.5357692307692308,6.5,4.63,1.57,5.6,3.8,1.5,18.0,16.0,67.0
0,4.6430769230769231,3.5884615384615385,1.8184615384615385,5.0,3.75,1.9,3.8,3.4,1.75,16.0,26.0,58.0
-4,4.7969230769230769,3.7953846153846154,1.7457692307692308,5.1,4.0,1.8,4.5,3.5,1.7,20.0,25.0,56.0
2,1.43,4.5280769230769231,8.1753846153846154,1.47,4.8,9.4,1.36,4.0,6.8,67.0,20.0,13.0
3,1.8326923076923077,3.8365384615384615,4.2215384615384615,1.87,4.0,4.5,1.65,3.5,3.7,60.0,22.0,18.0
0,5.2873076923076923,4.0726923076923077,1.6423076923076923,5.5,4.35,1.67,5.0,3.6,1.57,16.0,20.0,64.0
0,1.4992307692307692,4.5823076923076923,6.3696153846153846,1.55,4.8,7.0,1.45,4.0,5.5,68.0,17.0,16.0
1,1.975,3.3861538461538462,4.1107692307692308,2.05,3.54,4.33,1.91,3.2,3.6,51.0,22.0,26.0
-4,3.8188461538461538,3.5146153846153846,2.0103846153846154,4.0,3.72,2.1,3.45,3.3,1.95,23.0,20.0,58.0
0,2.1265384615384615,3.2676923076923077,3.72,2.2,3.37,4.0,2.05,3.17,3.2,45.0,31.0,24.0
0,2.1634615384615385,3.4442307692307692,3.4292307692307692,2.4,3.6,3.66,2.1,3.3,2.75,48.0,27.0,24.0
4,1.2973076923076923,5.6942307692307692,10.3223076923076923,1.33,6.25,11.35,1.27,5.0,9.0,82.0,11.0,7.0
-2,2.6730769230769231,3.4615384615384615,2.6126923076923077,2.8,3.66,2.7,2.59,3.1,2.55,27.0,29.0,44.0
-1,3.6330769230769231,3.4415384615384615,2.0857692307692308,3.9,3.58,2.2,3.1,3.25,2.0,27.0,26.0,47.0
-1,2.6484615384615385,3.3846153846153846,2.6919230769230769,2.75,3.5,2.8,2.55,3.3,2.4,24.0,25.0,51.0
2,1.6188461538461538,3.9957692307692308,5.6846153846153846,1.67,4.33,6.5,1.57,3.5,5.0,67.0,18.0,14.0
0,3.4030769230769231,3.3826923076923077,2.1857692307692308,3.55,3.55,2.3,3.0,3.2,2.1,23.0,35.0,41.0
-4,5.0469230769230769,3.5903846153846154,1.77,6.5,4.0,1.85,4.49,3.3,1.57,18.0,18.0,64.0
1,1.2465384615384615,6.205,12.3203846153846154,1.29,6.7,13.65,1.22,5.0,9.0,72.0,14.0,13.0
1,1.2430769230769231,5.9707692307692308,13.9011538461538462,1.27,6.5,16.0,1.2,5.34,11.93,66.0,15.0,19.0
-1,2.3688461538461538,3.1334615384615385,3.3138461538461538,2.42,3.26,3.5,2.3,3.0,3.1,47.0,27.0,26.0
1,2.8434615384615385,3.1646153846153846,2.6496153846153846,2.95,3.3,2.75,2.6,3.0,2.57,29.0,35.0,36.0
-1,2.2342307692307692,3.1911538461538462,3.5476923076923077,2.4,3.3,3.8,2.15,3.05,2.85,29.0,43.0,28.0
-1,2.3903846153846154,3.1711538461538462,3.2111538461538462,2.5,3.3,3.6,2.1,3.0,3.1,57.0,22.0,21.0
3,1.5123076923076923,4.2019230769230769,6.9611538461538462,1.55,4.5,7.55,1.47,3.9,6.09,73.0,16.0,12.0
3,1.6473076923076923,3.8888461538461538,5.5715384615384615,1.7,4.05,6.15,1.6,3.6,4.7,60.0,16.0,24.0
1,1.5530769230769231,4.2123076923076923,6.1738461538461538,1.6,4.4,6.5,1.52,3.7,5.4,67.0,20.0,14.0
0,1.2088461538461538,6.7111538461538462,14.5330769230769231,1.24,7.5,17.0,1.18,5.8,11.5,69.0,14.0,17.0
-2,7.09,4.2742307692307692,1.4919230769230769,7.5,4.5,1.55,6.49,4.0,1.45,17.0,20.0,63.0
0,2.6788461538461538,3.2803846153846154,2.7480769230769231,2.8,3.4,2.88,2.55,3.1,2.6,32.0,37.0,30.0
1,2.3192307692307692,3.23,3.2965384615384615,2.4,3.4,3.4,2.2,3.05,3.1,55.0,24.0,22.0
-1,4.8842307692307692,3.7815384615384615,1.74,5.5,4.0,1.8,4.49,3.5,1.67,19.0,30.0,51.0
2,1.9319230769230769,3.3565384615384615,4.3984615384615385,2.0,3.5,4.8,1.9,3.2,3.8,59.0,23.0,18.0
0,3.1107692307692308,3.2188461538461538,2.4088461538461538,3.3,3.4,2.5,2.65,3.0,2.3,42.0,21.0,38.0
-1,2.3746153846153846,3.1219230769230769,3.2757692307692308,2.45,3.25,3.5,2.25,3.0,2.85,52.0,28.0,19.0
3,1.2103846153846154,6.7784615384615385,13.9280769230769231,1.24,7.7,17.0,1.18,5.8,11.25,62.0,15.0,23.0
1,1.9219230769230769,3.6353846153846154,4.0088461538461538,2.0,3.8,4.2,1.85,3.3,3.6,48.0,27.0,25.0
-1,2.0734615384615385,3.2411538461538462,3.9453846153846154,2.19,3.4,4.32,1.95,3.1,3.6,52.0,28.0,20.0
3,2.0561538461538462,3.3496153846153846,3.8503846153846154,2.14,3.5,4.01,2.0,3.1,3.6,56.0,27.0,17.0
-3,4.4465384615384615,3.9007692307692308,1.7738461538461538,5.0,4.05,1.9,3.8,3.45,1.71,19.0,20.0,61.0
-1,4.1992307692307692,3.5330769230769231,1.9096153846153846,4.6,3.69,2.0,3.6,3.25,1.8,16.0,26.0,58.0
-1,2.2461538461538462,3.3442307692307692,3.3253846153846154,2.5,3.47,3.73,2.14,3.2,2.75,52.0,24.0,23.0
0,2.1873076923076923,3.3361538461538462,3.4811538461538462,2.3,3.5,3.75,2.1,3.1,3.0,39.0,30.0,31.0
-1,3.2130769230769231,3.2203846153846154,2.3703846153846154,3.45,3.3,2.5,2.85,3.1,2.29,25.0,24.0,50.0
2,3.4434615384615385,3.4373076923076923,2.1469230769230769,4.0,3.55,2.2,3.2,3.1,2.0,35.0,23.0,42.0
0,1.9992307692307692,3.7857692307692308,3.5615384615384615,2.2,4.0,3.8,1.92,3.3,3.1,45.0,27.0,29.0
0,6.7446153846153846,4.8553846153846154,1.4484615384615385,7.25,5.25,1.5,6.0,4.0,1.4,14.0,18.0,69.0
0,2.5680769230769231,3.5296153846153846,2.6869230769230769,2.7,3.75,2.75,2.5,3.2,2.55,32.0,24.0,44.0
2,2.3973076923076923,3.4411538461538462,2.97,2.5,3.6,3.1,2.3,3.26,2.65,25.0,33.0,41.0
2,3.4576923076923077,3.4938461538461538,2.1296153846153846,3.6,3.63,2.25,3.1,3.2,2.05,21.0,27.0,51.0
-1,2.1873076923076923,3.4061538461538462,3.4115384615384615,2.26,3.6,3.6,2.05,3.3,3.1,57.0,25.0,18.0
4,1.1046153846153846,10.8238461538461538,21.9657692307692308,1.12,13.0,28.0,1.08,8.0,16.0,71.0,7.0,22.0
3,1.265,6.2323076923076923,10.7238461538461538,1.3,7.0,14.0,1.21,5.0,9.0,72.0,12.0,16.0
1,2.0773076923076923,3.4673076923076923,3.6269230769230769,2.17,3.57,4.0,1.85,3.2,3.4,51.0,28.0,20.0
1,1.7153846153846154,3.7457692307692308,5.1988461538461538,1.77,3.9,5.75,1.62,3.6,4.75,62.0,21.0,17.0
0,1.7376923076923077,3.8007692307692308,4.8015384615384615,1.8,4.0,5.32,1.68,3.5,4.2,64.0,22.0,14.0
-1,2.5319230769230769,3.2788461538461538,2.8988461538461538,2.63,3.4,3.0,2.45,3.15,2.75,25.0,33.0,41.0
-3,6.2638461538461538,4.3253846153846154,1.53,7.0,4.6,1.62,5.0,3.9,1.46,12.0,21.0,68.0
-3,3.1423076923076923,3.3373076923076923,2.3334615384615385,3.29,3.5,2.4,2.9,3.0,2.25,36.0,24.0,41.0
2,1.3234615384615385,5.375,9.5915384615384615,1.36,6.0,11.0,1.29,4.8,7.6,70.0,16.0,15.0
-1,2.2896153846153846,3.3784615384615385,3.1969230769230769,2.4,3.5,3.4,2.15,3.1,2.9,52.0,27.0,20.0
-2,1.7707692307692308,3.6903846153846154,4.7453846153846154,1.83,3.9,5.1,1.7,3.5,4.4,61.0,21.0,17.0
3,1.9988461538461538,3.6973076923076923,3.6911538461538462,2.1,3.81,3.9,1.95,3.3,3.3,38.0,28.0,34.0
2,1.8192307692307692,3.5023076923076923,4.7434615384615385,1.87,3.65,5.0,1.75,3.3,4.2,49.0,29.0,21.0
-1,2.2072,3.1652,3.4268,2.31,3.25,3.67,2.1,3.1,3.1,47.0,35.0,18.0
1,1.6392,3.748,5.5292,1.68,4.09,6.3,1.5,3.6,5.0,64.0,21.0,14.0
1,1.5468,3.7544,6.8136,1.65,4.0,8.26,1.5,3.5,5.3,62.0,28.0,10.0
-2,2.244,3.1812,3.3264,2.32,3.33,3.55,2.2,3.0,2.9,51.0,26.0,24.0
0,2.522,3.1632,2.8656,2.67,3.4,3.05,2.4,3.0,2.6,34.0,39.0,27.0
0,1.8776,3.41,4.276,2.07,3.6,4.8,1.8,3.3,3.38,49.0,27.0,24.0
0,1.8704,3.342,4.472,2.12,3.5,5.0,1.75,3.15,3.33,56.0,26.0,18.0
-3,2.0112,3.3084,3.8552,2.1,3.5,4.2,1.95,3.1,3.4,39.0,33.0,29.0
-2,4.6452,3.7556,1.7316,5.0,4.0,1.87,4.0,3.39,1.68,19.0,21.0,60.0
1,1.7848,3.4652,4.7536,1.88,3.65,5.4,1.7,3.34,4.07,60.0,26.0,13.0
-1,2.2856,3.1748,3.2364,2.45,3.3,3.45,2.1,3.0,3.0,43.0,38.0,19.0
1,1.8492,3.5372,4.2148,1.91,3.75,4.66,1.81,3.3,3.9,59.0,25.0,16.0
1,1.1348,8.4984,16.4644,1.17,9.83,21.0,1.11,7.0,10.5,69.0,11.0,21.0
1,1.2736,5.4516,11.0768,1.32,6.0,13.0,1.25,4.96,9.0,56.0,19.0,25.0
1,2.0316,3.334,3.7196,2.12,3.43,4.0,1.9,3.2,3.43,48.0,31.0,20.0
5,1.592,3.7568,6.0728,1.65,4.0,6.5,1.5,3.35,5.5,60.0,23.0,17.0
0,2.5673076923076923,3.0561538461538462,2.9223076923076923,2.7,3.21,3.1,2.44,2.9,2.7,37.0,35.0,28.0
2,1.4234615384615385,4.1365384615384615,8.8753846153846154,1.5,4.47,10.5,1.38,3.9,6.3,64.0,20.0,17.0
1,2.1307692307692308,3.2242307692307692,3.5773076923076923,2.2,3.43,4.0,2.05,3.1,3.25,33.0,46.0,21.0
0,2.5623076923076923,3.0,2.98,2.7,3.14,3.15,2.3,2.88,2.75,25.0,46.0,29.0
-1,2.6288461538461538,3.1184615384615385,2.8030769230769231,2.79,3.27,3.0,2.45,3.0,2.66,41.0,33.0,26.0
1,2.2488,2.9988,3.5992,2.38,3.15,4.0,2.1,2.89,3.15,48.0,36.0,17.0
0,1.9564,3.2868,4.1112,2.1,3.42,4.6,1.88,3.15,3.45,65.0,19.0,15.0
-1,1.6824,3.6808,5.1876,1.73,3.85,5.7,1.65,3.4,4.7,62.0,23.0,14.0
-1,1.5584,4.04,6.026,1.6,4.35,7.04,1.5,3.7,5.4,61.0,19.0,21.0
0,1.9607692307692308,3.4626923076923077,3.9253846153846154,2.31,3.72,4.47,1.83,3.05,3.1,44.0,32.0,24.0
